record_ID,units_sold
212645,20.063097089529037
212646,22.367583692073822
212647,17.811297297477722
212648,24.305593371391296
212649,21.45237386226654
212653,21.342436730861664
212654,45.35185742378235
212657,20.41267430782318
212658,12.446859180927277
212661,134.0478434562683
212662,81.68172454833984
212663,58.66801691055298
212666,56.942201137542725
212667,76.75619125366211
212668,124.48541641235352
212671,50.0008544921875
212672,95.27813720703125
212673,70.27743566036224
212674,347.7016296386719
212675,24.918387234210968
212676,25.057936668395996
212677,97.70192909240723
212678,69.19311666488647
212679,35.06299692392349
212681,32.358375549316406
212682,60.0834846496582
212683,24.811128616333008
212686,66.50084447860718
212687,93.78354358673096
212688,24.110882997512817
212689,6.945675253868103
212691,23.21501463651657
212692,42.86025381088257
212693,39.43338465690613
212694,41.64104461669922
212695,35.198500633239746
212696,30.695554733276367
212697,81.83710479736328
212698,40.059757590293884
212699,132.1179656982422
212700,27.603599429130554
212701,31.146950602531433
212702,41.75638771057129
212703,41.159212589263916
212704,26.36857008934021
212705,34.79965782165527
212706,28.542301177978516
212707,42.20243263244629
212709,12.503788590431213
212710,37.414676666259766
212711,66.40320777893066
212712,46.80678081512451
212713,35.51138114929199
212716,23.488563299179077
212717,29.612189292907715
212718,16.860947132110596
212719,19.134538173675537
212721,76.84612810611725
212722,31.150498867034912
212723,128.63002014160156
212724,15.943468928337097
212725,11.218489527702332
212727,32.66351318359375
212728,47.63418936729431
212729,27.953970551490784
212731,35.574649810791016
212732,43.217559814453125
212734,6.503788590431213
212735,13.880232572555542
212736,16.928019165992737
212737,255.11447793245316
212738,241.17866039276123
212739,73.05066156387329
212740,20.61083436012268
212742,82.20431900024414
212743,118.5205807685852
212744,221.81998443603516
212748,181.52337741851807
212749,94.56633567810059
212750,525.2911376953125
212751,42.65440607070923
212752,35.72263413667679
212754,114.56060791015625
212755,86.46977043151855
212756,168.0636215209961
212757,41.1856575012207
212758,49.17488098144531
212759,69.9533863067627
212760,17.482478618621826
212761,67.58925819396973
212763,12.66016960144043
212764,76.68172454833984
212765,76.67902326583862
212767,40.29083871841431
212768,44.54097604751587
212769,76.185930788517
212772,32.24776077270508
212773,48.13418936729431
212774,29.082934617996216
212775,130.2609634399414
212776,16.05869358778
212777,12.638448596000671
212778,50.62796330451965
212779,32.907846450805664
212782,34.76010513305664
212783,37.659311294555664
212787,156.93297338485718
212788,85.18172454833984
212789,78.18172454833984
212790,23.124780654907227
212792,72.9350118637085
212793,96.8299012184143
212794,123.7830421924591
212796,107.83760738372803
212797,181.9670181274414
212798,420.313232421875
212799,32.72263413667679
212800,15.558693587779999
212802,94.12715435028076
212803,64.27891635894775
212805,34.02689743041992
212806,39.97834587097168
212807,45.067827224731445
212809,34.196752071380615
212812,49.83279895782471
212816,18.62871754169464
212817,38.3309211730957
212818,21.311297297477722
212819,26.65939998626709
212820,26.15939998626709
212821,37.500301361083984
212822,56.307301223278046
212823,29.50376933813095
212824,135.25220489501953
212825,16.816027641296387
212826,16.16028267145157
212828,35.54345226287842
212829,47.63418936729431
212830,29.953970551490784
212831,41.05679702758789
212832,33.09417533874512
212833,43.591922760009766
212834,29.26124405860901
212835,26.608081698417664
212837,6.727625787258148
212838,23.21501463651657
212839,18.56139189004898
212840,28.601896286010742
212843,49.738210678100586
212844,12.786628484725952
212845,106.47015380859375
212846,9.931668043136597
212849,73.28675842285156
212850,19.500832617282867
212853,34.222965240478516
212856,51.8582878112793
212857,31.26124405860901
212860,14.494266748428345
212861,56.53420114517212
212862,37.76153302192688
212863,16.134538173675537
212866,100.06853914260864
212867,57.817540645599365
212868,228.18814086914062
212869,40.40339493751526
212870,47.60720181465149
212872,62.10024070739746
212873,59.48756551742554
212874,26.953970551490784
212875,34.380990982055664
212876,40.84783935546875
212877,46.553226470947266
212879,26.610140800476074
212880,55.7023983001709
212881,39.075586676597595
212884,14.032360196113586
212885,35.00909495353699
212886,17.77627682685852
212888,24.84091544151306
212889,26.800135850906372
212890,21.81284385919571
212891,94.4164810180664
212892,14.446859180927277
212893,23.75171947479248
212896,48.52928924560547
212899,8.945675253868103
212900,15.032360196113586
212901,26.71501463651657
212902,14.860255002975464
212903,14.138981223106384
212905,32.30013585090637
212906,15.091363191604614
212907,101.7205581665039
212910,14.244881510734558
212911,21.31045365333557
212914,28.907958984375
212915,78.68172454833984
212916,59.218398571014404
212917,41.90719735622406
212919,46.04097604751587
212920,52.44282817840576
212921,91.23781037330627
212924,65.3072714805603
212925,34.22966408729553
212926,236.84034729003906
212927,11.333714008331299
212929,61.34191107749939
212930,47.681654930114746
212931,13.278969883918762
212932,74.78215789794922
212933,36.24650764465332
212934,44.84307861328125
212935,9.28318452835083
212936,55.76605427265167
212937,55.718398571014404
212938,21.86791604757309
212940,35.612189292907715
212941,35.612189292907715
212942,31.283979058265686
212946,36.250356793403625
212947,37.24147129058838
212948,150.81853485107422
212949,36.88227093219757
212950,56.81047248840332
212951,35.38593530654907
212952,27.124099731445312
212954,37.66884803771973
212955,32.26124405860901
212956,29.108081698417664
212959,21.720718443393707
212960,30.112189292907715
212964,75.63956379890442
212965,28.00376933813095
212966,217.51661682128906
212967,27.167177975177765
212968,16.816027641296387
212969,41.70458745956421
212970,40.07513880729675
212971,24.953970551490784
212973,32.50717353820801
212974,50.23907470703125
212977,48.83279895782471
212978,48.8582878112793
212979,34.53686857223511
212981,22.220718443393707
